codigo_material,preco_real,qtde_min,descricao,modelos,origem,t,ipi,ncm_classif_fiscal,codigo_barras
0463-902-1605,309.8,1,Bota femina nobuck marrom Nr.38,,0,0,0.0,64039190,886661858569
0463-902-1606,309.8,1,Bota femina nobuck marrom Nr.39,,0,0,0.0,64039190,886661858576
0463-902-1607,309.8,1,Bota femina nobuck marrom Nr.40,,0,0,0.0,64039190,886661858583
0463-902-1609,181.65,1,Chinelo masculino couro Nr.38,,0,0,0.0,64035990,886661858606
0463-902-1610,181.65,1,Chinelo masculino couro Nr.39,,0,0,0.0,64035990,886661858620
0463-902-1611,181.65,1,Chinelo masculino couro Nr.40,,0,0,0.0,64035990,886661858644
0463-902-1612,181.65,1,Chinelo masculino couro Nr.41,,0,0,0.0,64035990,886661858651
0463-902-1613,181.65,1,Chinelo masculino couro Nr.42,,0,0,0.0,64035990,886661858668
0463-902-1614,181.65,1,Chinelo masculino couro Nr.43,,0,0,0.0,64035990,886661858675
0463-902-1615,181.65,1,Chinelo masculino couro Nr.44,,0,0,0.0,64035990,886661858682
0463-902-1624,130.97,1,Tênis feminino lona cinza Nr.34,,0,0,0.0,64041900,886661858774
0463-902-1639,114.06,1,Tênis infantil jeans Nr.28,,0,0,0.0,64041900,886661858941
0463-902-1640,114.06,1,Tênis infantil jeans Nr.29,,0,0,0.0,64041900,886661858972
0463-902-1642,114.06,1,Tênis infantil jeans Nr.31,,0,0,0.0,64041900,886661858996
0463-902-1644,114.06,1,Tênis infantil jeans Nr.33,,0,0,0.0,64041900,886661859016
0463-902-1645,336.0,1,Sapato masculino marrom Nr.37,,0,0,0.0,64039190,886661859023
0463-902-1646,336.0,1,Sapato masculino marrom Nr.38,,0,0,0.0,64039190,886661859030
0463-902-1647,336.0,1,Sapato masculino marrom nr. 39,,0,0,0.0,64039190,886661859047
0463-902-1648,336.0,1,Sapato masculino marrom Nr.40,,0,0,0.0,64039190,886661859054
0463-902-1649,336.0,1,Sapato masculino marrom Nr.41,,0,0,0.0,64039190,886661859078
0463-902-1650,336.0,1,Sapato masculino marrom Nr.42,,0,0,0.0,64039190,886661859085
0463-902-1651,336.0,1,Sapato masculino marrom Nr.43,,0,0,0.0,64039190,886661859092
0463-902-1652,336.0,1,Sapato masculino marrom Nr.44,,0,0,0.0,64039190,886661859108
0463-902-1662,373.17,1,Coturno cor mostarda Nr.38,,0,0,0.0,64039190,886661859313
0463-902-1670,31.5,10,Boné infantil laranja,,0,0,0.0,65050011,886661859399
0463-902-1672,36.75,10,Boné verde militar,,0,0,0.0,65050011,886661859429
0463-902-1673,53.51,1,Dominó,,0,0,0.0,95049090,886661859443
0463-902-1676,14.6,1,Baralho,,0,0,0.0,95044000,886661859474
0463-902-1677,15.75,1,Meias listradas,,0,0,0.0,61159500,886661859481
0463-902-1678,15.75,1,Meias marron,,0,0,0.0,61159500,886661859498
0463-902-1679,197.4,1,Cadeira de praia reclinável,,0,0,0.0,94017900,886661859504
0463-902-1680,55.65,1,Relógio de parede - lenhador,,0,0,0.0,91052100,886661859511
0463-902-1681,139.65,1,Acessórios para vinho (5 pcs + estojo),,0,10,0.0,82055100,886661864362
0463-902-1700,94.5,1,Camiseta cinza poliamida feminina GG,,0,0,0.0,62064000,886661865413
0463-902-1706,88.2,1,Carteira de couro masculina,,0,0,0.0,42023100,886661864409
0463-902-1707,82.95,1,Cinto de couro feminino 85 cm,,0,0,0.0,42033000,886661864416
0463-902-1708,93.17,1,Cinto de couro feminino 95 cm,,0,0,0.0,42033000,886661864423
0463-902-1709,93.17,1,Cinto de couro feminino 105 cm,,0,0,0.0,42033000,886661864430
0463-902-1710,116.26,1,Cinto de couro masculino 95 cm,,0,0,0.0,42033000,886661864447
0463-902-1711,111.2,1,Cinto de couro masculino 100 cm,,0,0,0.0,42033000,886661864454
0463-902-1712,111.2,1,Cinto de couro masculino 110 cm,,0,0,0.0,42033000,886661864461
0463-902-1713,49.3,1,Caneca de chope de vidro,,0,10,0.0,70133700,886661864478
0463-902-1714,50.4,1,Sacola esportiva,,0,10,0.0,42029900,886661864485
0463-902-1716,51.61,1,Necessaire listrada,,0,0,0.0,42022900,886661864508
0463-902-1717,178.5,1,Camisa jeans fem. m. longa PP,,0,0,0.0,62063000,886661864515
0463-902-1718,178.5,1,Camisa jeans fem. m. longa P,,0,0,0.0,62063000,886661864522
0463-902-1719,178.5,1,Camisa jeans fem. m. longa M,,0,0,0.0,62063000,886661864539
0463-902-1720,178.5,1,Camisa jeans fem. m. longa G,,0,0,0.0,62063000,886661864546
0463-902-1721,178.5,1,Camisa jeans fem. m. longa GG,,0,0,0.0,62063000,886661864553
0463-902-1731,197.97,1,Camisa xadrez laranja masc. m. curta XG,,0,0,0.0,62052000,886661864652
0463-902-1757,178.5,1,Camisa jeans masc. m. curta P,,0,0,0.0,62052000,886661864959
0463-902-1758,178.5,1,Camisa jeans masc. m. curta M,,0,0,0.0,62052000,886661864966
0463-902-1759,178.5,1,Camisa jeans masc. m. curta G,,0,0,0.0,62052000,886661864973
0463-902-1760,178.5,1,Camisa jeans masc. m. curta GG,,0,0,0.0,62052000,886661864980
0463-902-1761,178.5,1,Camisa jeans masc. m. curta XG,,0,0,0.0,62052000,886661864997
0463-902-1762,192.15,1,Camisa jeans masc. m. longa P,,0,0,0.0,62052000,886661865000
0463-902-1763,192.15,1,Camisa jeans masc. m. longa M,,0,0,0.0,62052000,886661865017
0463-902-1764,192.15,1,Camisa jeans masc. m. longa G,,0,0,0.0,62052000,886661865031
0463-902-1765,192.15,1,Camisa jeans masc. m. longa GG,,0,0,0.0,62052000,886661865048
0463-902-1766,192.15,1,Camisa jeans masc. m. longa XG,,0,0,0.0,62052000,886661865055
0463-902-1771,231.0,1,Calça jeans estonada masc. nr. 38,,0,0,0.0,62034200,886661865109
0463-902-1772,231.0,1,Calça jeans estonada masc. nr. 40,,0,0,0.0,62034200,886661865116
0463-902-1773,231.0,1,Calça jeans estonada masc. nr. 42,,0,0,0.0,62034200,886661865123
0463-902-1774,231.0,1,Calça jeans estonada masc. nr. 44,,0,0,0.0,62034200,886661865130
0463-902-1775,231.0,1,Calça jeans estonada masc. nr. 46,,0,0,0.0,62034200,886661865147
0463-902-1776,231.0,1,Calça jeans estonada masc. nr. 48,,0,0,0.0,62034200,886661865154
0463-902-1777,231.0,1,Calça jeans estonada masc. nr. 50,,0,0,0.0,62034200,886661865161
0463-902-1778,231.0,1,Calça jeans estonada masc. nr. 52,,0,0,0.0,62034200,886661865178
0463-902-1779,181.65,1,Calça social preta masc. nr. 38,,0,0,0.0,62034200,886661865185
0463-902-1782,181.65,1,Calça social preta masc. nr. 44,,0,0,0.0,62034200,886661865222
0463-902-1783,181.65,1,Calça social preta masc. nr. 46,,0,0,0.0,62034200,886661865239
0463-902-1784,181.65,1,Calça social preta masc. nr. 48,,0,0,0.0,62034200,886661865246
0463-902-1785,181.65,1,Calça social preta masc. nr. 50,,0,0,0.0,62034200,886661865253
0463-902-1786,181.65,1,Calça social preta masc. nr. 52,,0,0,0.0,62034200,886661865260
0463-902-1788,180.24,1,Calça legging corsário cinza P,,0,0,0.0,62046300,886661865284
0463-902-1790,180.24,1,Calça legging corsário cinza G,,0,0,0.0,62046300,886661865307
0463-902-1797,94.5,1,Camiseta cinza poliamida feminina P,,0,0,0.0,62064000,886661865383
0463-902-1798,94.5,1,Camiseta cinza poliamida feminina M,,0,0,0.0,62064000,886661865390
0463-902-1799,94.5,1,Camiseta cinza poliamida feminina G,,0,0,0.0,62064000,886661865406
0463-902-1801,81.9,1,Bule de 1L Termolar,,0,0,0.0,96170010,886661590650
0463-902-1802,84.0,1,Camiseta preta dry masculina P,,0,0,0.0,62053000,886661865420
0463-902-1803,84.0,1,Camiseta preta dry masculina M,,0,0,0.0,62053000,886661865437
0463-902-1804,84.0,1,Camiseta preta dry masculina G,,0,0,0.0,62053000,886661865444
0463-902-1805,84.0,1,Camiseta preta dry masculina GG,,0,0,0.0,62053000,886661865451
0463-902-1806,84.0,1,Camiseta preta dry masculina XG,,0,0,0.0,62053000,886661865468
0463-902-1812,117.6,1,Camisa pólo cinza escuro masc. P,,0,0,0.0,62052000,886661865536
0463-902-1813,117.6,1,Camisa pólo cinza escuro masc. M,,0,0,0.0,62052000,886661865543
0463-902-1814,117.6,1,Camisa pólo cinza escuro masc. G,,0,0,0.0,62052000,886661865550
0463-902-1815,117.6,1,Camisa pólo cinza escuro masc. GG,,0,0,0.0,62052000,886661865574
0463-902-1816,99.75,1,Camisa pólo branca fem. P,,0,0,0.0,62063000,886661865598
0463-902-1817,99.75,1,Camisa pólo branca fem. M,,0,0,0.0,62063000,886661865611
0463-902-1818,99.75,1,Camisa pólo branca fem. G,,0,0,0.0,62063000,886661865635
0463-902-1819,99.75,1,Camisa pólo branca fem. GG,,0,0,0.0,62063000,886661865642
0463-902-1838,59.15,1,Camiseta laranja infantil tam. 02,,0,0,0.0,62052000,886661865895
0463-902-1856,86.1,1,"Camiseta bege ""pegadas"" P",,0,0,0.0,62052000,886661866144
0463-902-1857,86.1,1,"Camiseta bege ""pegadas"" M",,0,0,0.0,62052000,886661866168
0463-902-1858,86.1,1,"Camiseta bege ""pegadas"" G",,0,0,0.0,62052000,886661866182
0463-902-1859,86.1,1,"Camiseta bege ""pegadas"" GG",,0,0,0.0,62052000,886661866199
0463-902-2004,164.78,1,"Camisa azul marinho, manga curta, P",,0,0,0.0,62052000,795711869359
0463-902-2005,164.78,1,"Camisa azul marinho, manga curta, M",,0,0,0.0,62052000,795711869373
0463-902-2006,164.78,1,"Camisa azul marinho, manga curta, G",,0,0,0.0,62052000,795711869397
0463-902-2007,164.78,1,"Camisa azul marinho, manga curta, GG",,0,0,0.0,62052000,795711869403
0463-902-2017,363.3,1,Jaqueta preta feminina P,,0,0,0.0,62024000,886661068722
0463-902-2018,363.3,1,Jaqueta preta feminina M,,0,0,0.0,62024000,886661068739
0463-902-2019,363.3,1,Jaqueta preta feminina G,,0,0,0.0,62024000,886661068746
0463-902-2020,352.8,1,Jaqueta preta masculina P,,0,0,0.0,62014000,886661068753
0463-902-2021,352.8,1,Jaqueta preta masculina M,,0,0,0.0,62014000,886661068760
0463-902-2022,352.8,1,Jaqueta preta masculina G,,0,0,0.0,62014000,886661068777
0463-902-2023,352.8,1,Jaqueta preta masculina GG,,0,0,0.0,62014000,886661068784
0463-902-2024,352.8,1,Jaqueta preta masculina XGG,,0,0,0.0,62014000,886661068791
0463-902-2026,28.89,1,Camiseta infantil Tam. 4,,0,0,0.0,61091000,886661245680
0463-902-2032,55.48,1,Pen Drive 8GB,Linha Promocional,0,0,0.0,85235190,886661245741
0463-902-2102,85.05,1,Regata Sport laranja neon - Fem. P,,0,0,0.0,61099000,886661518401
0463-902-2103,85.05,1,Regata Sport laranja neon - Fem. M,,0,0,0.0,61099000,886661518418
0463-902-2104,85.05,1,Regata Sport laranja neon - Fem. G,,0,0,0.0,61099000,886661518425
0463-902-2105,85.05,1,Regata Sport laranja neon - Fem. GG,,0,0,0.0,61099000,886661518432
0463-902-2106,117.6,1,Camiseta Sport preta - Fem. P,,0,0,0.0,61099000,886661518456
0463-902-2107,117.6,1,Camiseta Sport preta - Fem. M,,0,0,0.0,61099000,886661518463
0463-902-2108,117.6,1,Camiseta Sport preta - Fem. G,,0,0,0.0,61099000,886661518470
0463-902-2109,117.6,1,Camiseta Sport preta - Fem. GG,,0,0,0.0,61099000,886661518487
0463-902-2110,220.5,1,Jaqueta Sport - Fem. P,,0,0,0.0,62029000,886661518494
0463-902-2111,220.5,1,Jaqueta Sport - Fem. M,,0,0,0.0,62029000,886661518517
0463-902-2112,220.5,1,Jaqueta Sport - Fem. G,,0,0,0.0,62029000,886661518524
0463-902-2113,220.5,1,Jaqueta Sport - Fem. GG,,0,0,0.0,62029000,886661518531
0463-902-2114,220.5,1,Jaqueta Sport - Fem. XXG,,0,0,0.0,62029000,886661518548
0463-902-2115,152.25,1,Short Sport - Fem. P,,0,0,0.0,62111200,886661518555
0463-902-2116,152.25,1,Short Sport - Fem. M,,0,0,0.0,62111200,886661518562
0463-902-2117,152.25,1,Short Sport - Fem. G,,0,0,0.0,62111200,886661518579
0463-902-2118,152.25,1,Short Sport - Fem. GG,,0,0,0.0,62111200,886661518586
0463-902-2119,110.25,1,Camiseta laranja neon Sport - Masc. P,,0,0,0.0,61099000,886661518593
0463-902-2120,110.25,1,Camiseta laranja neon Sport - Masc. M,,0,0,0.0,61099000,886661518609
0463-902-2121,110.25,1,Camiseta laranja neon Sport - Masc. G,,0,0,0.0,61099000,886661518623
0463-902-2122,110.25,1,Camiseta laranja neon Sport - Masc. GG,,0,0,0.0,61099000,886661518630
0463-902-2123,110.25,1,Camiseta laranja neon Sport - Masc. XXG,,0,0,0.0,61099000,886661518647
0463-902-2124,162.75,1,Short azul Sport - Masc. P,,0,0,0.0,62111100,886661518654
0463-902-2125,162.75,1,Short azul Sport - Masc. M,,0,0,0.0,62111100,886661518661
0463-902-2126,162.75,1,Short azul Sport - Masc. G,,0,0,0.0,62111100,886661518678
0463-902-2127,162.75,1,Short azul Sport - Masc. GG,,0,0,0.0,62111100,886661518685
0463-902-2128,162.75,1,Short azul Sport - Masc. XXG,,0,0,0.0,62111100,886661518692
0463-902-2129,259.86,1,Moletom cinza - Unisex PP,,0,0,0.0,62019000,886661518708
0463-902-2130,259.86,1,Moletom cinza - Unisex P,,0,0,0.0,62019000,886661518739
0463-902-2131,259.86,1,Moletom cinza - Unisex M,,0,0,0.0,62019000,886661518746
0463-902-2132,259.86,1,Moletom cinza - Unisex G,,0,0,0.0,62019000,886661518753
0463-902-2133,259.86,1,Moletom cinza - Unisex GG,,0,0,0.0,62019000,886661518760
0463-902-2134,259.86,1,Moletom cinza - Unisex XXG,,0,0,0.0,62019000,886661518777
0463-902-2135,307.65,1,Jaqueta microsoft azul - Masc. P,,0,0,0.0,62019000,886661518784
0463-902-2136,307.65,1,Jaqueta microsoft azul - Masc. M,,0,0,0.0,62019000,886661518791
0463-902-2137,307.65,1,Jaqueta microsoft azul - Masc. G,,0,0,0.0,62019000,886661518807
0463-902-2138,307.65,1,Jaqueta microsoft azul - Masc. GG,,0,0,0.0,62019000,886661518814
0463-902-2139,307.65,1,Jaqueta microsoft azul - Masc. XXG,,0,0,0.0,62019000,886661518821
0463-902-2140,201.6,1,Calça algodão fifty azul - Masc. P,,0,0,0.0,62034200,886661518845
0463-902-2141,201.6,1,Calça algodão fifty azul - Masc. M,,0,0,0.0,62034200,886661518852
0463-902-2142,201.6,1,Calça algodão fifty azul - Masc. G,,0,0,0.0,62034200,886661518876
0463-902-2143,201.6,1,Calça algodão fifty azul - Masc. GG,,0,0,0.0,62034200,886661518883
0463-902-2144,201.6,1,Calça algodão fifty azul - Masc. XXG,,0,0,0.0,62034200,886661518890
0463-902-2145,212.1,1,Calça slim malha preta - Masc. P,,0,0,0.0,61034900,886661518906
0463-902-2146,212.1,1,Calça slim malha preta - Masc. M,,0,0,0.0,61034900,886661518913
0463-902-2147,212.1,1,Calça slim malha preta - Masc. G,,0,0,0.0,61034900,886661518920
0463-902-2148,212.1,1,Calça slim malha preta - Masc. GG,,0,0,0.0,61034900,886661518937
0463-902-2149,212.1,1,Calça slim malha preta - Masc. XXG,,0,0,0.0,61034900,886661518951
0463-902-2150,465.15,1,Jaqueta Puff preta - Masc. P,,0,0,0.0,62019000,886661518968
0463-902-2151,465.15,1,Jaqueta Puff preta - Masc. M,,0,0,0.0,62019000,886661518975
0463-902-2152,465.15,1,Jaqueta Puff preta - Masc. G,,0,0,0.0,62019000,886661518982
0463-902-2153,465.15,1,Jaqueta Puff preta - Masc. GG,,0,0,0.0,62019000,886661518999
0463-902-2154,465.15,1,Jaqueta Puff preta - Masc. XXG,,0,0,0.0,62019000,886661519002
0463-902-2155,315.95,1,Jaqueta corta-vento preta - Masc. PP,,0,0,0.0,62019000,886661519019
0463-902-2156,315.95,1,Jaqueta corta-vento preta - Masc. P,,0,0,0.0,62019000,886661519026
0463-902-2157,315.95,1,Jaqueta corta-vento preta - Masc. M,,0,0,0.0,62019000,886661519033
0463-902-2158,315.95,1,Jaqueta corta-vento preta - Masc. G,,0,0,0.0,62019000,886661519040
0463-902-2159,315.95,1,Jaqueta corta-vento preta - Masc. GG,,0,0,0.0,62019000,886661519064
0463-902-2160,315.6,1,Jaqueta corta-vento preta - Masc. XXG,,0,0,0.0,62019000,886661519071
0463-902-2161,411.6,1,Jaqueta Puff preta - Fem. P,,0,0,0.0,62029000,886661519088
0463-902-2162,411.6,1,Jaqueta Puff preta - Fem. M,,0,0,0.0,62029000,886661519095
0463-902-2163,411.6,1,Jaqueta Puff preta - Fem. G,,0,0,0.0,62029000,886661519101
0463-902-2164,411.6,1,Jaqueta Puff preta - Fem. GG,,0,0,0.0,62029000,886661519118
0463-902-2165,411.6,1,Jaqueta Puff preta - Fem. XXG,,0,0,0.0,62029000,886661519125
0463-902-2166,183.75,1,Calça moletom preta - Fem. P,,0,0,0.0,62046200,886661519132
0463-902-2167,183.75,1,Calça moletom preta - Fem. M,,0,0,0.0,62046200,886661519149
0463-902-2168,183.75,1,Calça moletom preta - Fem. G,,0,0,0.0,62046200,886661519156
0463-902-2169,183.75,1,Calça moletom preta - Fem. GG,,0,0,0.0,62046200,886661519170
0463-902-2170,183.75,1,Calça moletom preta - Fem. XXG,,0,0,0.0,62046200,886661519187
0463-902-2171,212.1,1,Calça slim malha preta - Fem. P,,0,0,0.0,61046900,886661519194
0463-902-2172,212.1,1,Calça slim malha preta - Fem. M,,0,0,0.0,61046900,886661519200
0463-902-2174,212.1,1,Calça slim malha preta - Fem. GG,,0,0,0.0,61046900,886661519224
0463-902-2175,212.1,1,Calça slim malha preta - Fem. XXG,,0,0,0.0,61046900,886661519231
0463-902-2176,68.25,1,Camiseta Laranja Kids - 2,,0,0,0.0,61091000,886661519248
0463-902-2177,68.25,1,Camiseta Laranja Kids - 4,,0,0,0.0,61091000,886661519255
0463-902-2178,68.25,1,Camiseta Laranja Kids - 6,,0,0,0.0,61091000,886661519262
0463-902-2179,68.25,1,Camiseta Laranja Kids - 8,,0,0,0.0,61091000,886661519286
0463-902-2180,68.25,1,Camiseta Laranja Kids - 10,,0,0,0.0,61091000,886661519293
0463-902-2181,68.25,1,Camiseta Laranja Kids - 12,,0,0,0.0,61091000,886661519309
0463-902-2182,68.25,1,Camiseta Cinza Kids - 2,,0,0,0.0,61091000,886661519316
0463-902-2183,68.25,1,Camiseta Cinza Kids - 4,,0,0,0.0,61091000,886661519323
0463-902-2184,68.25,1,Camiseta Cinza Kids - 6,,0,0,0.0,61091000,886661519330
0463-902-2185,68.25,1,Camiseta Cinza Kids - 8,,0,0,0.0,61091000,886661519347
0463-902-2186,68.25,1,Camiseta Cinza Kids - 10,,0,0,0.0,61091000,886661519354
0463-902-2187,68.25,1,Camiseta Cinza Kids - 12,,0,0,0.0,61091000,886661519361
0463-902-2188,86.1,1,Camiseta Azul Escuro Urbana - Masc. P,,0,0,0.0,61091000,886661519378
0463-902-2189,86.1,1,Camiseta Azul Escuro Urbana - Masc. M,,0,0,0.0,61091000,886661519392
0463-902-2190,86.1,1,Camiseta Azul Escuro Urbana - Masc. G,,0,0,0.0,61091000,886661519408
0463-902-2191,86.1,1,Camiseta Azul Escuro Urbana - Masc. GG,,0,0,0.0,61091000,886661519415
0463-902-2192,86.1,1,Camiseta Azul Escuro Urbana - Masc. XGG,,0,0,0.0,61091000,886661519422
0463-902-2193,86.1,1,Camiseta Chumbo Urbana - Masc. P,,0,0,0.0,61091000,886661519439
0463-902-2194,86.1,1,Camiseta Chumbo Urbana - Masc. M,,0,0,0.0,61091000,886661519446
0463-902-2195,86.1,1,Camiseta Chumbo Urbana - Masc. G,,0,0,0.0,61091000,886661519453
0463-902-2196,86.1,1,Camiseta Chumbo Urbana - Masc. GG,,0,0,0.0,61091000,886661519460
0463-902-2197,86.1,1,Camiseta Chumbo Urbana - Masc. XGG,,0,0,0.0,61091000,886661519477
0463-902-2198,86.1,1,Camiseta Bordô Urbana - Masc. P,,0,0,0.0,61091000,886661519484
0463-902-2199,86.1,1,Camiseta Bordô Urbana - Masc. M,,0,0,0.0,61091000,886661519507
0463-902-2200,86.1,1,Camiseta Bordô Urbana - Masc.  G,,0,0,0.0,61091000,886661519514
0463-902-2201,86.1,1,Camiseta Bordô Urbana - Masc. GG,,0,0,0.0,61091000,886661519521
0463-902-2202,86.1,1,Camiseta Bordô Urbana - Masc. XGG,,0,0,0.0,61091000,886661519538
0463-902-2203,86.1,1,Camiseta Verde Militar Urbana - Masc. P,,0,0,0.0,61091000,886661519545
0463-902-2204,86.1,1,Camiseta Verde Militar Urbana - Masc. M,,0,0,0.0,61091000,886661519552
0463-902-2205,86.1,1,Camiseta Verde Militar Urbana - Masc. G,,0,0,0.0,61091000,886661519569
0463-902-2206,86.1,1,Camiseta Verde Militar Urbana - Masc. GG,,0,0,0.0,61091000,886661519576
0463-902-2207,86.1,1,Camiseta Verde Militar Urbana - Masc. XG,,0,0,0.0,61091000,886661519583
0463-902-2208,86.1,1,Camiseta Chumbo  Urbana - Fem. P,,0,0,0.0,61091000,886661519590
0463-902-2209,86.1,1,Camiseta Chumbo  Urbana - Fem. M,,0,0,0.0,61091000,886661519613
0463-902-2210,86.1,1,Camiseta Chumbo  Urbana - Fem. G,,0,0,0.0,61091000,886661519620
0463-902-2211,86.1,1,Camiseta Chumbo  Urbana - Fem. GG,,0,0,0.0,61091000,886661519637
0463-902-2212,86.1,1,Camiseta Chumbo  Urbana - Fem. XGG,,0,0,0.0,61091000,886661519644
0463-902-2213,86.1,1,Camiseta Bordô  Urbana - Fem. P,,0,0,0.0,61091000,886661519651
0463-902-2214,86.1,1,Camiseta Bordô  Urbana - Fem. M,,0,0,0.0,61091000,886661519668
0463-902-2215,86.1,1,Camiseta Bordô  Urbana - Fem. G,,0,0,0.0,61091000,886661519675
0463-902-2216,86.1,1,Camiseta Bordô  Urbana - Fem. GG,,0,0,0.0,61091000,886661519682
0463-902-2217,86.1,1,Camiseta Bordô  Urbana - Fem. XGG,,0,0,0.0,61091000,886661519699
0463-902-2218,86.1,1,Camiseta Verde Militar  Urbana - Fem. P,,0,0,0.0,61091000,886661519705
0463-902-2219,86.1,1,Camiseta Verde Militar  Urbana - Fem. M,,0,0,0.0,61091000,886661519729
0463-902-2220,86.1,1,Camiseta Verde Militar  Urbana - Fem. G,,0,0,0.0,61091000,886661519736
0463-902-2221,86.1,1,Camiseta Verde Militar  Urbana - Fem. GG,,0,0,0.0,61091000,886661519743
0463-902-2222,86.1,1,Camiseta Verde Militar  Urbana - Fem. XG,,0,0,0.0,61091000,886661519767
0463-902-2223,86.1,1,Camiseta Branca Urbana - Masc. P,,0,0,0.0,61091000,886661519774
0463-902-2224,86.1,1,Camiseta Branca Urbana - Masc. M,,0,0,0.0,61091000,886661519781
0463-902-2225,86.1,1,Camiseta Branca Urbana - Masc. G,,0,0,0.0,61091000,886661519798
0463-902-2226,86.1,1,Camiseta Branca Urbana - Masc. GG,,0,0,0.0,61091000,886661519804
0463-902-2227,86.1,1,Camiseta Branca Urbana - Masc. XGG,,0,0,0.0,61091000,886661519811
0463-902-2228,86.1,1,Camiseta preta c/bolso Urbana - Masc.P,,0,0,0.0,61091000,886661519835
0463-902-2229,86.1,1,Camiseta preta c/bolso Urbana - Masc.M,,0,0,0.0,61091000,886661519842
0463-902-2230,86.1,1,Camiseta preta c/bolso Urbana - Masc.G,,0,0,0.0,61091000,886661519859
0463-902-2231,86.1,1,Camiseta preta c/bolso Urbana - Masc.GG,,0,0,0.0,61091000,886661519866
0463-902-2232,86.1,1,Camiseta preta c/bolso Urbana - Masc.XGG,,0,0,0.0,61091000,886661519873
0463-902-2238,3.29,30,Bala motosserra gelatina,,0,0,0.0,17049090,886661519941
0463-902-2300,56.7,1,Caderno Imagens STIHL,,0,0,0.0,49111090,886661724307
0463-902-2301,380.1,1,Mochila casual feminina,,0,10,0.0,42021220,886661724314
0463-902-2303,120.75,1,Blusa branca neutra feminina PP,,0,0,0.0,61061000,886661724345
0463-902-2304,120.75,1,Blusa branca neutra feminina P,,0,0,0.0,61061000,886661724352
0463-902-2305,120.75,1,Blusa branca neutra feminina M,,0,0,0.0,61061000,886661724369
0463-902-2306,120.75,1,Blusa branca  neutra feminina G,,0,0,0.0,61061000,886661724376
0463-902-2307,120.75,1,Blusa branca  neutra feminina GG,,0,0,0.0,61061000,886661724383
0463-902-2308,81.9,1,Blusa azul estampada feminina PP,,0,0,0.0,61061000,886661724390
0463-902-2309,81.9,1,Blusa azul estampada feminina P,,0,0,0.0,61061000,886661724406
0463-902-2310,81.9,1,Blusa azul estampada feminina M,,0,0,0.0,61061000,886661724413
0463-902-2311,81.9,1,Blusa azul estampada feminina G,,0,0,0.0,61061000,886661724420
0463-902-2312,81.9,1,Blusa azul estampada feminina GG,,0,0,0.0,61061000,886661724444
0463-902-2313,81.9,1,Blusa verde ramo de folha feminina PP,,0,0,0.0,61061000,886661724451
0463-902-2314,81.9,1,Blusa verde ramo de folha feminina P,,0,0,0.0,61061000,886661724468
0463-902-2315,81.9,1,Blusa verde ramo de folha feminina M,,0,0,0.0,61061000,886661724475
0463-902-2316,81.9,1,Blusa verde ramo de folha feminina G,,0,0,0.0,61061000,886661724482
0463-902-2317,81.9,1,Blusa verde ramo de folha feminina GG,,0,0,0.0,61061000,886661724499
0463-902-2318,81.9,1,Blusa cinza estampada feminina PP,,0,0,0.0,61061000,886661724505
0463-902-2319,81.9,1,Blusa cinza estampada feminina P,,0,0,0.0,61061000,886661724512
0463-902-2320,81.9,1,Blusa cinza estampada feminina M,,0,0,0.0,61061000,886661724529
0463-902-2321,81.9,1,Blusa cinza estampada feminina G,,0,0,0.0,61061000,886661724543
0463-902-2322,81.9,1,Blusa cinza estampada feminina GG,,0,0,0.0,61061000,886661724550
0463-902-2323,126.0,1,Camiseta cinza mescla gola V masc. P,,0,0,0.0,61052000,886661724567
0463-902-2324,126.0,1,Camiseta cinza mescla gola V masc. M,,0,0,0.0,61052000,886661724574
0463-902-2325,126.0,1,Camiseta cinza mescla gola V masc. G,,0,0,0.0,61052000,886661724581
0463-902-2326,126.0,1,Camiseta cinza mescla gola V masc. GG,,0,0,0.0,61052000,886661724598
0463-902-2327,126.0,1,Camiseta cinza mescla gola V masc. XGG,,0,0,0.0,61052000,886661724604
0463-902-2328,126.0,1,Camiseta branca gola V masculina P,,0,0,0.0,61052000,886661724611
0463-902-2329,126.0,1,Camiseta branca gola V masculina M,,0,0,0.0,61052000,886661724628
0463-902-2330,126.0,1,Camiseta branca gola V masculina G,,0,0,0.0,61052000,886661724642
0463-902-2331,126.0,1,Camiseta branca gola V masculina GG,,0,0,0.0,61052000,886661724659
0463-902-2332,126.0,1,Camiseta branca gola V masculina XGG,,0,0,0.0,61052000,886661724666
0463-902-2333,89.04,1,Camiseta azul estampada masculina P,,0,0,0.0,61052000,886661724673
0463-902-2334,89.04,1,Camiseta azul estampada masculina M,,0,0,0.0,61052000,886661724680
0463-902-2335,89.04,1,Camiseta azul estampada masculina G,,0,0,0.0,61052000,886661724697
0463-902-2336,89.04,1,Camiseta azul estampada masculina GG,,0,0,0.0,61052000,886661724703
0463-902-2337,89.04,1,Camiseta azul estampada masculina XGG,,0,0,0.0,61052000,886661724710
0463-902-2338,89.04,1,Camiseta verde ramo de folha masculina P,,0,0,0.0,61052000,886661724727
0463-902-2339,89.04,1,Camiseta verde ramo de folha masculina M,,0,0,0.0,61052000,886661724741
0463-902-2340,89.04,1,Camiseta verde ramo de folha masculina G,,0,0,0.0,61052000,886661724758
0463-902-2341,89.04,1,Camiseta verde ramo folha masculina GG,,0,0,0.0,61052000,886661724765
