codigo_material,preco_real,qtde_min,descricao,modelos,origem,t,ipi,ncm_classif_fiscal,codigo_barras
0000-007-1043,74.97,5,Jogo de parafusos,MS310 MS390 MS046 MS460 SR420 BR600,1,10,6.5,73181500,886661266555
0000-007-1044,52.05,1,Jogo de parafusos,MS310 MS390 MS046 MS460 SR420 BR600,1,10,6.5,73181500,886661266562
0000-007-1300,1.77,4,Kit Anel de vedação redondo N 4x2-EPDM70,FS55 FS80 FS85 FS120 FS130 FS160 FS220 FS280 FS290 FS300 FS350 FR220 FR350,5,10,5.2,40169300,795711691844
0000-007-1601,11.37,1,Jogo de juntas de vedação,BT45 TS350 TS760 TS420 SG31,1,10,7.8,84841000,886661008827
0000-007-1602,4.55,1,Jogo de juntas de vedação,SG31,1,10,7.8,84849000,886661054138
0000-036-0200,6.1,1,Anel da embreagem,TS420,1,10,6.5,73182900,795711657505
0000-084-0700,2.56,3,Rebite,MS08 MS025 FS160 FS220 FS280 FR220 SR400 SR420 TS350 P840 BG50,5,10,6.5,76161000,886661549313
0000-084-6900,7.38,3,Peça isolante,MS651 MS661,5,10,11.7,40169990,795711976378
0000-084-7000,3.48,1,Porca de fenda,MS651 MS661,8,10,6.5,73181600,795711968168
0000-120-5111,120.33,1,Válvula magnética,MS362,1,10,0.0,84818092,886661571727
0000-121-2300,6.64,1,Suporte,FS460,1,10,5.0,73269090,795711479206
0000-121-2301,6.51,1,Suporte,MS362,1,10,5.0,73269090,886661065363
0000-121-2703,21.52,5,Capa,MS192 MS210 MS230 MS250 MS310,1,10,9.75,39269090,795711979348
0000-122-7101,15.12,20,Parafuso,BG SH56 SH86 FC70 MS361 MS362 MS194T MS462 MS651 MS661 HT133,1,10,6.5,73181500,795711904937
0000-122-7102,5.77,1,Parafuso,FS460,1,10,6.5,73181500,886661065349
0000-122-7103,15.12,10,Parafuso,MS362,1,10,6.5,73181500,886661065356
0000-124-0800,8.83,2,Elemento do filtro,MS066,1,10,5.2,84219999,795711479251
0000-140-4407,65.35,1,Filtro de ar HD2,MS650 MS460 MS660,1,10,5.2,84213100,886661318230
0000-141-0300,11.7,2,Pré-filtro,MS046 MS460 MS066 MS660 MS650,1,10,5.2,84213100,795711478728
0000-141-3200,15.68,1,Chapa de refrigeração,TS420,1,10,3.25,84099190,886661194827
0000-141-8600,10.62,2,Mangueira,TS420,1,10,6.5,40091100,795711477943
0000-162-3001,5.94,10,Suporte,TS800 MS066 MS660 MS650 MS651 MS661,1,10,5.2,84679900,886661013661
0000-182-2100,9.86,1,"Suporte Ø 25,4 mm",FS85 FS86 FS106 FS108 FS120 FS160 FS250 KA85R KM55 KMA135,5,10,9.75,39269090,886661621552
0000-182-2101,8.98,10,Suporte Ø 28 mm,FS160,0,10,0.0,39269090,886661621569
0000-190-2901,15.73,5,"Cordão de arranque Ø 4,5 mm",TS350 TS760,1,0,0.0,84799090,795711658014
0000-190-3401,49.89,1,"Manípulo ElastoStart Ø 3,5 mm",MS036 FS160 FS220 FS280 SR400 SR420,5,0,0.0,84799090,795711121358
0000-190-3402,47.16,1,Manípulo ElastoStart Ø 3 mm,MS210 MS230 MS250,5,0,0.0,84799090,795711121365
0000-190-3403,48.09,1,"Manípulo ElastoStart Ø 2,7 mm",FS75 FS85 FS85R SP80 SP80K SP81 HT75 HS80 KA85R,1,0,0.0,84799090,795711658731
0000-190-3404,49.38,1,Manípulo ElastoStart Ø 3 mm,FS38 HS45 KM55,1,0,0.0,84799090,795711478889
0000-190-3405,47.58,1,Manípulo ElastoStart Ø 3 mm,BT121 FR220 FR350 FS120 FS250 FS300 FS350,5,0,0.0,84799090,795711478896
0000-190-3414,62.26,1,Manípulo de arranque,TS350 TS760,5,0,0.0,84799090,795711379292
0000-190-3500,42.47,1,Manípulo c/cordão de arranque Ø 4 mm,TS420,1,0,0.0,84799090,795711479015
0000-195-7000,4.08,1,Capa,BT121 FR85 FR220 FR350 FS120 FS250 FS300 FS350,1,10,9.75,39269090,795711478681
0000-195-7001,4.08,1,Capa,FS160 FS220 FS280 MS210,1,10,9.75,39269090,795711478698
0000-195-7200,6.32,10,Peça de engate,BT120 BT121 FS120 FS250 FS300 FS350 FR350 KA120,1,0,0.0,84799090,795711478704
0000-195-8200,5.73,5,Cordão de arranque Ø 3x800 mm,MS170 MS210 MS025 MS230 MS250 FS85 FS85R FR85 SP80 SP80K HT75,5,0,0.0,56075011,795711479220
0000-195-8203,6.08,25,Cordão de arranque Ø 3x850 mm,BT121 FR220 FR350 FS120 FS250 FS300 FS350 KA120 HT133 MS194T,1,0,0.0,84799090,795711478780
0000-350-0509,29.34,1,Tampa do tanque,MS650 MS660,3,10,5.2,84679100,795711478629
0000-350-0510,25.43,3,Tampa do tanque,MS025 MS034 MS036 MS038,1,10,5.2,84679900,795711478636
0000-350-0514,42.22,1,Tampa do tanque,SR430 SR450 TS420,5,10,5.2,84679900,795711478643
0000-350-0515,25.43,5,Tampa do tanque,P835 P840,5,10,5.2,84679900,795711478650
0000-350-0520,29.34,3,Tampa do tanque,MS025 MS034 MS036 MS038 MS039 MS390 MS046 MS051 MS650066,3,10,5.2,84679900,795711478230
0000-350-0527,25.43,1,Tampa do tanque,SR420 BR380 BR420 BG50 HT133,5,10,5.2,84679900,795711937096
0000-350-0529,31.75,1,Tampa do tanque,HT70 HT75,1,10,5.2,84679900,886661105939
0000-350-0532,36.69,1,Tampa do tanque,HS81,1,10,5.2,84679100,795711915971
0000-350-0533,36.69,2,Tampa do tanque,MSA160 MSA200 MS210 MS230 MS250 MS310 MS360 MS039 MS390 MS046 MS460 MS462 MS194T MS651 MS661,5,10,5.2,84679900,795711915988
0000-350-0534,36.69,1,Tampa do tanque,MSE170,1,10,5.2,84679100,795711915995
0000-350-0536,31.75,1,Tampa do tanque,MSA160T HTA85,1,10,5.2,84679100,795711916008
0000-350-0537,31.75,1,Tampa do tanque de óleo,MS210 MS230 MS250 MS360 MS380 MS382 MS194T MSHTImpl MS75,5,10,5.2,84679900,795711916015
0000-350-0538,31.75,1,Tampa do tanque,HTA86,1,10,5.2,84679900,795711931445
0000-350-0539,31.75,1,Tampa do tanque,KM KA HT133,1,10,5.2,84679900,886661176199
0000-350-0542,25.43,1,Tampa do tanque,MS 1148,1,10,5.2,84679100,886661476794
0000-350-0546,25.43,1,Tampa do tanque,MS 1148,1,10,5.2,84679100,886661317677
0000-350-0564,36.69,1,Tampa do tanque,MS 1148,1,10,5.2,84679100,886661408849
0000-350-0900,3.79,2,Cordão,BT121 MS025 MS034 MS036 MS038 MS039 MS390 MS046 MS051,1,0,0.0,56075011,795711657468
0000-350-0905,6.77,1,Cordão,MS170 MS180 MSA120 MSA140,1,0,0.0,56075011,795711658021
0000-350-0906,16.43,4,Presilha de segurança,SR430 SR450,5,10,3.25,84249090,795711478902
0000-350-3500,15.0,5,Cabeçote de aspiração,MS08 MS210 MS025 MS230 MS250 MS039 MS390 MS051 MS076 P83,5,10,5.2,84212300,795711478964
0000-350-3502,15.0,2,Cabeçote de aspiração,Tanque Combustivel Substituirá 0000-350-3506FS44 85R 86 88 106 108 160 220 280 FR85 FR106 FR108 FR220 SR400 SR420 SP80 SP80K SP81 HT75 TS760 KA85R PC70 PC75 HT70K HTBG SH56 BG50 MS194T,5,10,5.2,84212300,795711285227
0000-350-3503,15.0,5,Cabeçote de aspiração,HS80 HS45 HS81R,6,10,5.2,84212300,795711478988
0000-350-3518,15.0,3,Cabeçote de aspiração,BR800 MS034 MS036 MS360 MS038 MS380 MS046 MS460 MS462 MS064 MS066 MS660 MS650 MS651 MS661,3,10,5.2,84212300,886661283200
0000-350-3521,15.0,1,Cabeçote de aspiração,FS131 HT133,1,10,5.2,84212300,886661437443
0000-350-5800,22.63,1,Respiro do tanque de combustível,MS210 MS250 MS380 MS360 MS460 HS81 BR600 BG50 MS462 MS651 MS661,5,10,0.0,84811000,795711479152
0000-350-5802,22.63,1,Respiro do tanque de combustível,MS210 MS230 MS250 MS310 MS390 MS650 MS194T,5,10,0.0,84811000,795711478797
0000-350-5807,23.81,1,Respiro do tanque,FS130 HT133,1,10,5.2,84679900,886661143870
0000-350-5812,22.63,1,Respiro do tanque,FS460,1,10,0.0,84811000,886661557639
0000-350-6201,32.23,5,Bomba de combustível,MS172C FR350 FS350 FS120 FS250 FS300 BR121 KA120,1,10,3.25,84133010,795711478315
0000-350-6202,32.23,1,Bomba de combustível,BR600 TS800,1,10,3.25,84133010,795711478322
0000-351-3200,4.86,1,Luva,BT121 BT120 HS45 FS120 FS250 FS300 FS350 FS350 FR350 KA120,1,10,6.5,73182900,795711478599
0000-351-3201,4.16,10,Luva,FS38 KM55,1,10,6.5,73182900,795711478193
0000-353-0600,2.93,10,Gancho,MS025 MS036 MS038 MS039 MS390 MS051 MS066 MS660 MS076 MS65,1,10,9.75,39269090,795711478919
0000-353-0605,2.93,1,Gancho,MS170 MS180 MSA120 MSA140,1,10,9.75,39269090,795711478926
0000-353-0800,5.76,1,Presilha de segurança,BT121 FS85R FS120 FS250 FS300 FS350 FR85 FR350 HS8,1,10,9.75,39269090,795711479008
0000-353-6500,16.32,1,Bujão,BR420 SR420,5,10,11.7,40169990,795711479244
0000-358-1810,4.5,10,Filtro,FS220 SR400,1,10,5.2,84219910,795711478711
0000-359-1200,2.24,10,Anel de vedação,E160,1,10,5.2,40169300,795711657482
0000-359-1203,5.42,1,Anel de vedação,MS066 MS660 MS650,1,10,5.2,40169300,795711478827
0000-359-1205,4.8,10,Anel de vedação,SR400 SR420,5,10,5.2,40169300,795711479282
0000-359-1207,2.09,10,Anel de vedação,,1,10,5.2,40169300,886661476800
0000-359-1220,4.98,2,Anel de vedação,MS025 MS036 MS038 MS039 MS390 MS046 MS051 MS066 MS660 MS07,1,10,5.2,40169300,795711478858
0000-359-1240,4.66,10,Anel de vedação,Tampa TanqueFS44 MSA120 MSA140,1,10,5.2,40169300,795711658670
0000-359-1241,2.65,10,Anel de vedação,MS170 MS180,1,10,5.2,40169300,795711658687
0000-400-1300,272.53,1,Módulo de ignição,MS034 MS036 MS360 MS038 MS380 MS039 MS310 MS390 MS064,1,10,9.75,85113020,795711658694
0000-400-1306,191.82,1,Módulo de ignição,MS011 MS025 MS230250 FS160 FS220 FS280 FS210 FR220 SR400,1,10,9.75,85113020,795711479749
0000-400-7000,25.9,10,Vela de ignição NGK BPMR7A,Bpmr7a-Todas MS BpmrFS(exceto FS 130)KA85R Bpmr120 HS45 BR430 BT121 TS800 P835 P840 SR400 SR420 HS80 SP80 SP80K SP81 HT75 KM55 PC70 PC75 HT70K KA120 BG50 MS651 MS661,0,0,0.0,85111000,795711072025
0000-400-7009,28.43,1,Vela de ignição Bosch USR7AC,HT101 HS81R,1,0,9.75,85111000,795711308995
0000-400-7011,28.43,10,Vela de ignição NGK CMR6H,HT131 HT133 FS130 FS460 BR600 BR800 BT130 HS82R HSBG SH56 MS194T MS462,1,0,9.75,85111000,795711327026
0000-405-1005,18.41,1,Terminal da vela,FS460 HT133,1,10,9.75,85369090,795711480141
0000-405-1007,18.41,1,Terminal da vela,MS193T MS194T MS462,1,10,9.75,85369090,886661148868
0000-430-0200,54.38,1,Chave do interruptor,FS38,1,10,9.75,85365090,886661705986
0000-430-4801,11.9,5,Bujão,MS362,1,10,9.75,39269090,795711843779
0000-430-8900,12.2,1,Sensor do interruptor,BG56 SH56,1,10,9.75,85365090,886661705979
0000-440-2000,62.43,1,Cabo de conexão BR,HSE52 HSE61 FSE41,1,10,5.0,85444200,795711699338
0000-448-1203,6.38,10,Porta-cabos,MS025 MS250 FS160 FS220 FR220,1,10,9.75,39269090,795711479701
0000-448-1206,6.38,10,Porta-cabos,MS 651,1,10,9.75,39269090,886661002597
0000-448-1250,8.09,1,Porta-cabos,MS034 MS036 MS360 MS038 MS039 MS310 MS390 MS046 MS460 MS06,1,10,9.75,39269090,795711478810
0000-640-2001,75.36,1,"Pinhão da corrente 1/4""P 8 Z",HT133,1,10,0.0,84839000,886661388158
0000-640-2002,29.38,1,"Pinhão da corrente 3/8""P 6 Z",HT70 HT75 HT131,1,10,0.0,84839000,886661388134
0000-640-2003,36.94,1,"Pinhão da corrente 3/8""P 7 Z",HT131 HT75,1,10,0.0,84839000,886661388141
0000-642-1207,37.65,1,"Rolete do pinhão 0.404"" 7d",passo 404MS08 066 660 650,3,10,0.0,84839000,795711000059
0000-642-1215,37.65,2,"Rolete do pinhão 3/8"" 8d",MS051 MS076,3,10,0.0,84839000,795711000066
0000-642-1216,37.65,2,"Rolete do pinhão 3/8"" 8d",MS046 MS361 MS362 MS460 MS462 MS051 MS066 MS076 MS660 MS650,3,10,0.0,84839000,795711000073
0000-642-1223,37.65,2,"Rolete do pinhão 3/8"" 7d",MS036 MS360 MS361 MS038 MS046 MS460 MS066 MS660 MS650 MS46,3,10,0.0,84839000,795711000103
0000-642-1231,37.65,2,"Rolete do pinhão 3/8"" 7d",MS034 MS036 MS039 MS310 MS360 MS390 MS260,3,10,0.0,84839000,795711000134
0000-642-1234,37.65,1,"Rolete do pinhão 0.325"" 8d",MSA300,1,10,0.0,84839000,795711000141
0000-642-1236,37.65,1,"Rolete do pinhão 0.325"" 7d",MS260,3,10,0.0,84839000,795711000165
0000-656-7700,7.1,5,Segurança da corrente,MS362,1,10,5.2,84679100,795711479756
0000-660-0800,35.46,1,Batente de garras,MS260 MS261 MS361 MS362,1,10,5.2,84679100,886661392773
0000-660-0801,27.36,1,Batente de garras,MS462,1,10,5.2,84679100,886661858088
0000-664-2401,9.69,1,Parafuso com colar D6,MS192T,1,10,6.5,73181500,795711479817
0000-664-2402,11.91,1,Parafuso com colar D8,MS193T MS194T,1,10,6.5,73181400,795711479824
0000-664-2406,11.91,5,Parafuso com colar M8,MS362 MS462,1,10,6.5,73181500,795711479848
0000-664-2412,11.91,1,Parafuso com colar D8,MS193T MS194T HT133,1,10,6.5,73181500,795711686048
0000-664-2413,11.91,6,Parafuso com colar M8,MS 651,1,10,6.5,73181500,795711870386
0000-664-2417,11.91,2,Parafuso com colar M8,MS651 MS661,1,10,6.5,73181500,886661310784
0000-670-0206,27.35,2,Parafuso oco,TS410 TS420 TS800,1,10,6.5,76161000,795711479336
0000-670-0207,28.07,1,Parafuso oco,TS800 TSA230,1,10,6.5,76161000,795711479367
0000-670-0300,190.72,1,Mangueira,BT45 TS350 TS410 TS420 TS510 TS760,1,10,3.25,39173290,795711811594
0000-670-0401,19.9,1,Tela,BT45 TS350 TS760 TS420,1,10,0.0,84212100,886661340224
0000-670-1700,26.35,2,"Manga da embreagem 1/2""",,1,10,0.0,39174090,886661339495
0000-670-1701,26.35,1,"Manga da embreagem 3/4""",TS420,1,10,0.0,39174090,886661339501
0000-670-5000,37.5,2,Válvula,BT45 TS350 TS760 TS420,1,10,0.0,84814000,795711811617
0000-670-6600,68.87,1,Tubo da bomba,BT45 TS350 TS760 TS420,1,10,3.25,84139190,795711811662
0000-670-6601,68.87,1,Tubo da bomba,SG21 SG31,1,10,3.25,84249090,795711950156
0000-670-7702,65.62,1,Cabo,SG31,1,10,3.25,84139190,886661382897
0000-670-7703,65.63,1,Cabo,SG21 SG31,1,10,3.25,84249090,795711950170
0000-676-0500,21.68,2,Funil,BT45 TS350 TS760 TS420,1,10,5.2,84679900,795711811679
0000-676-0501,25.68,2,Funil,SG21 SG31,1,10,3.25,84249090,795711950255
0000-677-9101,22.31,1,Parafuso sextavado M6,USG,1,10,6.5,73181500,795711479381
0000-679-2000,3.95,1,Junta de vedação,TS420 TS800,1,10,7.8,84841000,795711479404
0000-700-5600,236.41,1,Bomba,TS420 TS800,1,0,3.25,84132000,795711950194
0000-703-3705,6.66,2,Parafuso,RMA370,1,10,6.5,73181500,795711935900
0000-706-4100,3.51,2,Capa,SR400 SR420,5,10,9.75,39269090,795711479275
0000-706-4601,4.23,10,Bujão do fecho,TS800,1,10,9.75,39269090,886661065257
0000-708-4200,22.44,2,Luva do eixo,TS420,1,10,7.8,84833090,795711897741
0000-711-2500,25.32,2,Luva,FS75 FS85R FS120 FS250 FR85 FR220 FR350 KA85R KA120 KM55 HT70K KA120 KMA135,5,10,5.2,84679900,795711480189
0000-711-8700,10.83,10,Parafuso com colar,BT120 BT121,1,10,6.5,73181500,795711480486
0000-716-3100,22.71,3,Placa de apoio,fs220 fs160 fs220 fs250 fs280 fs300 fs350?fr350,5,10,5.2,84679900,795711691769
0000-760-1800,26.75,1,Cabo giratório,RMA370,1,10,5.2,84679900,795711480035
0000-790-3901,51.41,1,Proteção p/transporte,Proteção p transporte Roçadeiras,1,10,9.75,39269090,886661131136
0000-790-6100,11.54,1,Parafuso combinado M4,MS260,5,10,6.5,73181500,795711480059
0000-790-6103,17.27,5,Parafuso combinado M5,MS034 MS036 MS360 MS046 MS460 MS066,5,10,6.5,73181500,795711480073
0000-790-6105,7.91,1,Parafuso combinado M6,FS460,1,10,6.5,73181500,886661094035
0000-790-6106,15.84,3,Parafuso combinado,MSA300,1,10,6.5,73181500,886661099726
0000-790-8801,28.07,1,Braçadeira de suporte,FS85 KA120 HTA86,5,10,9.75,39269090,886661184941
0000-790-8803,34.79,1,"Olhal de transporte Ø 25,4",KM85R SPA65 HLA65,5,10,9.75,39269090,886661384112
0000-790-8806,29.57,5,Olhal de transporte,FS160,1,10,9.75,39269090,886661320127
0000-790-9200,32.45,1,"Proteção da lâmina 500 mm / 20""",HL145,1,10,9.75,39269090,886661227488
0000-791-2005,172.09,1,Mangueira Ø 23 mm x 5 m,MS051 MS076,5,10,6.5,40091100,795711659462
0000-791-2009,170.09,1,Mangueira em metro Ø 19 mm x 5 m,MS08 MS038 MS046 MS382 MS460 MS066 MS660 MS650 MS651 MS661,1,10,3.25,39173290,795711660864
0000-791-2011,168.69,1,"Mangueira do cabo  Ø 19,8 mm x 5 m",MS462,1,10,5.2,84679100,886661585441
0000-791-3102,17.89,5,Mola,TS800,1,10,9.75,73202010,795711660871
0000-791-3106,11.08,3,Mola,MS 1148,1,10,9.75,73202010,886661477227
0000-791-3107,11.93,3,Mola,MS 1148,1,10,9.75,73202010,886661565009
0000-791-3110,9.37,6,Mola,HT75 HT133,1,10,9.75,73202090,886661389582
0000-791-7904,6.2,10,Bucha,MS462 MS651 MS661,1,10,9.75,39269090,795711659516
0000-792-4200,15.57,3,Cinta tensora,FW20,1,10,11.7,40169990,795711480097
0000-792-9129,16.0,1,Proteção da corrente,MS08 MS034 MS036 MS038 MS039 MS310 MS390 MS046 MS460 MS066,5,10,9.75,39269090,795711000226
0000-792-9164,10.14,1,Proteção da corrente,GTA26,1,10,9.75,39269090,886661968442
0000-792-9600,35.12,1,"Proteção da lâmina 500 mm / 20""",HSE61 HSE52 HSA56 HSA66 HSA50,1,10,9.75,39269090,886661059034
0000-793-2000,7.44,1,Mola com haste,TSA230,1,10,9.75,73202010,886661134649
0000-793-3500,3.76,10,Mola,TS800,1,10,9.75,73202010,795711480431
0000-850-1300,1654.22,1,Bomba,MS162 MS172 MS172C MS182 MS212 MS08 MS034 MS362 MS382 MS038 MS051 MS076 MS194T MS462 MS651 MS661 HS45 BR430 HT70K TS800 FS300 FS350 FS380 FS460 FSBG SH56 KA120 BG50 HT133,1,0,3.25,84132000,795711660222
0000-855-0100,111.28,1,Mangueira,KA120 BG50 HT133 MS194T MS462 MS651 MS661,1,10,3.25,39173290,886661552528
0000-855-8106,5.59,5,Placa de vedação,MS162 MS172 MS172C MS182 MS212 MS08 MS034 MS038 MS382 MS194T PC70 PC75 BT130 BR430 HT70K TS800 FS300 FS350 FS350 FS460 HS82R HSBG SH56 KA120 BG50 HT133 MS462 MS651 MS661,1,10,11.7,40169990,795711480028
0000-855-8107,5.77,3,Placa de vedação,MS362 MS462,1,10,11.7,40169990,795711480417
0000-855-9200,32.9,1,Nípel,MS162 MS172 MS172C MS182 MS212 HS45 HS80 PC70 PC75 BT130 BR430 HT70K TS800 MS362 MS382 MS194T MS462 MS651 MS661 FS300 FS350 FS380 FS460 FSBG SH56 KA120 BG50 HT133,1,10,3.25,74122000,795711480424
0000-855-9201,111.28,1,Nípel,Verificar estanqueidade do carburadorMS162 172 172C 182 212 MS462 MS651 MS661,1,10,3.25,74122000,795711971007
0000-890-1701,2514.78,1,Conjunto ferramentas de teste,Todos os modelos,1,10,0.0,90262010,795711320508
0000-890-2201,117.0,1,Ferramenta de montagem,MS162 MS172 MS172C MS182 MS212 MS08 MS025 MS034 MS036 MS362 MS382 MS462 MS651 MS661 MS038 MS039 MS051 MS066 MS076 TS800P835 TS840 FS44 FS86 FS106 FS220 FS460 FR106 FR108 E14 MS361 BR430,1,10,5.2,82055900,795711437817
0000-890-2300,7.4,5,Chave de fenda,MS162 MS172 MS172C MS182 MS212 BT121 MS025 MS250 MS039 MS382 MS390 MS046 MS462 MS066 MS650 MS651 MS661 FS44 FS86 FS88 FS106 FS108 FS120 FS160 FS220 FS280 FS460 FR106 FR108 KM55 PC70 HS82R MSA160T HTA85 KA120 HT133 RE90 RE95 RE95 RE110 RE150 GTA26 RE80X RE80 RE90 RE90Plus RE100,1,10,5.2,82054000,795711155582
0000-890-2800,125.88,1,Gancho de montagem,WP300 WP600 WP900 EHC605 EHC705 GR40.0 GR60.0 GR80.0,1,10,5.2,82055900,795711912611
0000-890-3400,34.51,1,Chave combinada,MS162 MS172 MS172C MS182 MS212,1,10,5.2,82041100,795711439088
0000-890-3402,34.51,1,Chave combinada,MS193T MS194T HT133,1,10,5.2,82054000,795711697983
0000-890-3700,42.56,1,Garra,FS460,1,10,5.2,82055900,795711439101
0000-890-6400,26.67,3,Calibrador de corrente,FS460,1,0,3.25,90318099,795711865542
0000-890-6401,110.19,1,Calibrador de corrente,MS162 MS172 MS172C MS182 MS212 MS038 MS051 MS076 MS362 MS382 MS651 MS661 TS800 FS460,1,10,0.0,90173090,886661246076
0000-893-2401,76.44,1,Luva de montagem,TS420 FS460,1,10,5.2,82055900,886661156993
0000-893-2600,10.15,1,Cinto Anel,MS162 MS172 MS172C MS182 MS212 MS08 MS034 MS362 MS382 MS651 MS661 MS038 MS051 MS076 PC70 PC75 HT70K TS800 FS300 FS350 FS380 FS460 HS82R KA120 BG50,1,10,5.2,82055900,795711437824
0000-893-3700,185.83,1,Garra (com perfil nº 1 + 2),TS800 FS300 FS350 FS380 FS460 FSBG SH56 MS382 MS462 MS651 MS661 MS194T KA120 FSA56 BG50 HT133 HLA65,1,10,5.2,82055900,795711437831
0000-893-3703,95.09,1,Garra (com perfil nº 7),TS800 FSA56 KA120 BG50 HT133 HLA65 MS194T MS462 MS651 MS661,1,10,5.2,82055900,795711437855
0000-893-3704,148.34,1,Garra (com perfil nº 8),MS194T MS462 MS651 MS661 BR800,1,10,5.2,82055900,886661016372
0000-893-3706,185.83,1,Garra (com perfil nº 3.1 + 4),Todos os modelos de máquinas MS651 MS661,1,10,5.2,82055900,795711441487
0000-893-3707,206.3,1,Garra (com perfil nº 9),FS131 MS194T MS462 MS651 MS661,1,10,5.2,82055900,886661213931
0000-893-3711,185.83,1,Garra (com perfil nº 6),MS460 MS462 MS194T MS651 MS661 TS800 FSA56 KA120 BG50 HT133 HLA65,1,10,5.2,82055900,795711441494
0000-893-4101,8.0,3,Placa de controle,,1,0,3.25,90318099,795711016883
0000-893-4105,8.36,1,Placa de controle,,1,0,3.25,90318099,795711016890
0000-893-4700,49.27,1,Pino de montagem,SPA65,1,10,5.2,82055900,795711441746
0000-893-5903,12.32,5,Tranca pistão,MS025 MS034 MS036 MS362 MS382 MS038 MS039 MS064 MS066 MSFS,1,10,5.2,82055900,795711441357
0000-893-5904,12.32,1,Tranca pistão,MS162 MS172 MS172C MS182 MS212 HS81 HS82R BG86 BR430 FS460 FSBG SH56 MS462,1,10,5.2,82055900,795711441579
0000-893-5905,12.32,5,Tranca pistão,MS193T MS194T,1,10,5.2,82055900,886661159079
0000-893-7900,95.82,1,Parafuso fixador,FSE60 FS38 FS290,1,10,5.2,82055900,886661205875
0000-893-8100,23.73,1,Ferramenta de desmontagem,RMA370,1,10,5.2,82055900,795711861117
0000-900-2141,23.96,1,Kit de Caixas para correntes c/10 unid,Contém 10 unidades,0,0,0.0,48192000,886661160624
0000-930-2203,84.87,1,"Cordão de arranque Ø 3,5 mm x 30,5 m",MS310 MS390 MS046 MS460 SR420 BR600,1,0,0.0,84799090,795711440718
0000-930-2211,116.0,1,"Cordão de arranque Ø 3 mm x 60,8 m",HT135,1,0,0.0,84799090,795711431099
0000-930-2241,41.07,1,Cinta 25 mm x 10 m,FS44 FS85 FS86 FS88 FS106 FS108 FS120 FS160 FS220 FS250 FS28,1,0,0.0,63079090,795711440541
0000-930-2242,27.83,1,Cinta 38 mm x 5 m,FS44 FS88 FS108 FS120 FS160 FS220 FS250 FS280 FS300 FS350,1,0,0.0,63079090,795711440633
0000-930-2251,173.15,1,Cabo de ignição 10 m,MS08 MS025 MS034 MS036 MS310 MS360 MS038 MS039 MS390 MS046,1,10,6.5,85443000,795711589004
0000-930-2267,305.09,1,"Cordão de arranque Ø 3,5 mm / 28 peças",MS036 MS360 MS310 MS390 MS460 MS462,1,0,0.0,84799090,795711593285
0000-930-2268,401.4,1,"Cordão de arranque Ø 4,5 mm / 28 peças",MS066 MS660 MS650 MS651 MS661,1,0,0.0,84799090,795711593292
0000-930-2281,109.24,1,"Cordão de arranque Ø 2,7 mm x 30,8 m",FS75 FS85 FS85R SP80 SP80K SP81 HS80 HT75 KA85RMS210 HS81R,1,0,0.0,56075011,795711588991
0000-930-2295,221.48,1,"Cordão de arranque Ø 4,5 mm / 28 peças",TS800,1,0,0.0,56075011,795711589073
0000-930-2297,444.42,1,Cordão de arranque  Ø 4 mm x 30 m,TS420,1,0,0.0,84799090,795711588922
0000-930-2298,117.63,1,"Cordão de arranque  Ø 3 mm x 30,5 m",FS351 FS460 FR410,1,0,0.0,84799090,795711896676
0000-930-2802,13.25,1,"Mangueira 2,2x5,4 mm x 1 m R1",BT120 BT121 MS210 HS81R FS120 FS250 FS300 FS350 FR350 BR600 KA120,1,10,6.5,40091100,795711592943
0000-930-2803,13.25,5,"Mangueira 3,1x5,7 mm x 1 m, R3",MS660 MS066 MS650 MS210 MS230 MS250 MS651 MS661 KA85R BR430 TS800 MSA120 MSA160T HTA85 KA120 BG50 HT133 MSA140 HTA86,1,10,6.5,40091100,795711592950
0000-930-2804,15.87,5,Mangueira 1000 mm,MS08 MS210 MS250 MS034 MS038 MS051 MS066 MS660 MS076 P835 P840 FS160 FS220 FS280 SP81,1,10,6.5,40091100,795711592967
0000-937-4006,7.28,3,Mangueira 73 mm,TS800,1,10,6.5,40091100,795711589394
0000-937-4054,31.46,1,Mangueira 1070 mm,SR430 SR450,5,10,3.25,39173290,795711593414
0000-937-4111,7.06,5,Mangueira,FS120 FS300 FS350 FS380 KA120,1,10,3.25,39173900,886661541935
0000-937-4142,15.87,1,Mangueira 1.000 mm,TS420 TS800 TSA230,1,10,6.5,40091100,886661031078
0000-937-5004,105.48,1,"Mangueira 3,1x5,7 mm x 1 m, R5",HS81R BR430 BG50 HT133,1,10,6.5,40091100,795711589356
0000-937-5006,82.06,1,"Mangueira 2,2x5,4 mm x 1 m, R5",MS162 MS172 MS172C MS182 MS212 FS120 KA120,1,10,6.5,40091100,795711684297
0000-937-5034,45.21,1,Mangueira,FS85 FS86 FS106 FS108 FS120 FS160 FS250 KA85R KM55,1,10,6.5,40091100,886661825929
0000-937-5037,79.44,1,"Mangueira 2,2x5,4 mm x 1m, R6 -FPM/ECO",FS120 FS300 FS350 FS380 KA120,1,10,6.5,40091100,886661355334
0000-950-9421,60.46,1,Parafuso de regulagem,USG CJ.AFIADOR,1,10,6.5,73181500,795711593537
